candidate_id,fit_score,fit_label,honeypot,reasoning
CAND_0082158,5,Reject,True,"The candidate's career history consists solely of a single role titled 'HR Manager' but with a description that is entirely focused on 'Enterprise sales of cloud software solutions' and carrying an 'ARR quota'. This is a direct and severe contradiction between job title and description, triggering the honeypot_label. Additionally, despite having an M.Tech in Computer Science, the candidate's entire work history (22 months) is non-technical (sales), with no evidence of engineering ownership, software development, production ML systems, retrieval systems, ranking systems, recommendation systems, search systems, or AI engineering. The listed AI skills (RAG, Fine-tuning LLMs, Recommendation Systems) are explicitly stated to be from 'online courses' and 'experimenting... for side projects', which is insufficient for a Senior AI Engineer role at Redrob. This profile directly violates the 'Hard Reject Rule' for candidates whose entire career is non-technical with no engineering evidence, and aligns with the honeypot definition of an advanced technical degree combined with an entirely non-engineering career history. The candidate is a complete mismatch for the role requirements."
CAND_0003095,0,Reject,True,"This candidate's entire career history is non-technical, spanning operations management, marketing, brand design, mechanical engineering, and business analysis. There is no evidence of software development, production AI/ML systems, retrieval, ranking, or recommendation experience, which are all 'must-haves' for this role. The candidate's summary explicitly states their background is in marketing and their AI experience is limited to experimenting with ChatGPT for productivity, confirming a lack of engineering depth. The skills section lists technical software engineering tools (e.g., BigQuery, Spring Boot, React, Django, Spark, Terraform) that are entirely unsupported by and contradict the detailed descriptions of their work history roles. Furthermore, there are significant contradictions within the work history itself (e.g., Marketing Manager and Customer Support roles sharing identical 'Operations management' descriptions, Operations Manager describing 'Brand design'). A critical honeypot signal is the 'last_active_date' being in the future (2025-10-06), which is impossible. The candidate is also not open to work and has a very low recruiter response rate. This profile is a clear fabrication and triggers the mandatory hard reject rule and honeypot conditions."
CAND_0028221,5,Reject,True,"This candidate exhibits severe and multiple negative signals, strongly indicating a honeypot profile. The career history shows glaring contradictions between job titles and descriptions: 'Civil Engineer' described as 'Mechanical engineering design role', 'Mechanical Engineer' described as 'Senior accounting role', and 'Graphic Designer' described as 'Operations management role'. None of these roles involve software engineering, AI, ML, retrieval, ranking, search, or recommendation systems. The listed skills ('Terraform', 'Kubernetes', 'Flink', 'Kafka') are completely unsupported by the detailed job descriptions, which are in mechanical design, accounting, and operations. The candidate's summary mentions curiosity about AI tools like ChatGPT for productivity, which is indicative of a hobbyist, not a production AI engineer, and is irrelevant given the lack of engineering work history. Furthermore, the `last_active_date` is listed in the future (2026-04-26), which is an impossible timeline and a strong honeypot trigger. The M.Sc in Statistics is the only technical degree, but it is entirely disconnected from any demonstrated engineering or data science work. The candidate's entire career is non-technical (mechanical engineering design, accounting, operations management), which, combined with no evidence of software development or production AI experience, triggers the HARD REJECT RULE, mandating a fit_score <= 20 and 'Reject' label. The low recruiter response rate (0.07) is also a minor negative signal. Due to the blatant contradictions and impossible timeline, this profile is highly suspect."
CAND_0028897,5,Reject,True,"The candidate's entire career history of 9.0+ years is in non-technical roles (Operations Manager, Accountant, Brand Designer listed under Civil Engineer). There is no evidence of software development, production ML systems, retrieval, search, ranking, recommendation systems, or any AI engineering experience. While a B.E. in Data Science is listed, it directly contradicts the entirely non-engineering work history. This is a primary honeypot signal. Further contradictions exist with job titles and descriptions (e.g., 'Civil Engineer' for 'Brand design'). The candidate's summary mentions experimenting with AI tools for productivity, which is explicitly called out as insufficient. The listed technical skills (Docker, Go, Kafka) are completely unsupported by any engineering responsibilities in their work history. Redrob signals also show a very low recruiter response rate (0.15) and high average response time (126.8 hours), indicating poor engagement. This profile falls under the 'Hard Reject Rule' (score <= 20, label 'Reject') due to a wholly non-technical career with no engineering evidence, and triggers multiple 'Honeypot Trigger' conditions."
CAND_0042711,10,Reject,True,"This candidate's entire career history is non-technical, focusing on HR Management and Mechanical Engineering Project Management. There is no evidence of software development, production ML systems, retrieval, ranking, recommendation, or search system experience. The summary explicitly mentions experimenting with basic AI tools for productivity, which is a strong negative signal against building complex AI systems. The listed technical skills (TypeScript, Feature Engineering, Apache Flink, Go, Flask, Spark) are completely unsupported by the detailed job descriptions, indicating a severe mismatch between listed capabilities and actual work experience. This contradiction, combined with a non-technical career and a low experience level (2.1 years total vs 5-9 required for a Senior Founding Engineer), triggers the HARD REJECT RULE. Practical signals like a 120-day notice period, 'not open to work' flag, and low recruiter response rate also indicate a poor fit for a fast-moving startup. The discrepancy between technical skills listed and non-technical work history strongly suggests keyword stuffing or fabrication, hence the high honeypot probability."
CAND_0050521,25,Weak Fit,False,"CAND_0050521 is a legitimate software engineer with 1.8 years of experience, specializing in cloud infrastructure and DevOps. While their technical foundation in general software engineering (Python, microservices, cloud infra, Kubernetes, CI/CD) is solid, they severely lack the core production experience required for a Senior AI Engineer focused on retrieval, ranking, and recommendation systems.

Key mismatches:
1.  **Experience Level:** At 1.8 years, the candidate is far below the 5-9 years required for a 'Founding Senior AI Engineer'. This is a fundamental mismatch.
2.  **Core AI/ML Experience:** The candidate explicitly states their AI/ML experience is at a 'self-learner level' with 'some online courses' and 'played with the OpenAI and Anthropic APIs, built a small RAG side project', noting 'haven't done it in a professional capacity yet'. The JD explicitly discredits candidates whose 'AI experience' consists primarily of recent (under 12 months) projects using LangChain to call OpenAI without substantial pre-LLM-era ML production experience.
3.  **Production Retrieval/Ranking:** There is no evidence of production experience with embeddings-based retrieval systems, vector databases (beyond mentioning Qdrant in skills without context), or designing evaluation frameworks (NDCG, MRR, MAP).
4.  **Product Ownership:** No signals of a 'scrappy product-engineering attitude' or ownership of user-facing ranking/search systems.
5.  **Redrob Signals:** The candidate has a 120-day notice period (JD prefers sub-30-day, can buy out up to 30 days) and `open_to_work_flag: false`, indicating they are not actively looking, which are strong negative signals for practical availability.

While the candidate is a 'legitimate engineer' (thus not triggering the hard reject rule for non-technical backgrounds), their career stage, lack of professional experience in the core domain, and several negative signals (notice period, open to work, specific AI experience) place them at the very lowest end of the 'Weak Fit' category, bordering on Reject for this specific senior-level, specialized role."
CAND_0048859,5,Reject,True,"The candidate presents an M.E. in AI and a Ph.D. in Data Science, yet their entire 13+ year career history consists of non-technical roles (Sales, Customer Support, Mechanical Engineering Design, Content Writing/SEO) with no evidence of production software development, ML engineering, or AI systems. Crucially, every job title in their work history directly contradicts its associated job description (e.g., 'Civil Engineer' with a 'Sales' description, 'Graphic Designer' with a 'Mechanical Engineering Design' description). This directly triggers the honeypot criteria for contradictory claims and impossible career profiles. The candidate's stated AI experience is limited to recent online courses and side projects using LangChain/OpenAI, which the JD explicitly states is insufficient without prior production ML experience. This profile violates the hard reject rule due to a completely non-technical career and a severe mismatch with all core role requirements for a Founding Senior AI Engineer."
CAND_0036837,0,Reject,True,"The candidate's profile presents multiple severe contradictions and strong negative signals. The headline 'Graphic Designer' and summary's claim of being a 'marketing manager' conflict. The work history descriptions are entirely non-engineering, focusing on sales, marketing, and customer support, despite titles like 'Graphic Designer' or 'Operations Manager'. Critically, the candidate holds an M.S. in Artificial Intelligence, which is entirely inconsistent with a career history devoid of any software development, ML, AI engineering, or technical roles. This direct contradiction between education and work experience, coupled with contradictory job titles and descriptions, triggers the 'honeypot_label=true' condition. Furthermore, the entire career is non-technical, with no evidence of production ML systems, retrieval, ranking, or search experience, thus mandating a 'Reject' label and a score <= 20 as per the 'Hard Reject Rule'."
CAND_0072563,10,Reject,True,"The candidate's entire 12.8+ year career history is in non-technical roles: accounting, operations management, mechanical engineering design, and brand/graphic design. There is absolutely no evidence of software development, engineering ownership, production ML systems, retrieval systems, ranking systems, recommendation systems, or search systems. The stated 'AI experience' is limited to recent personal experimentation with ChatGPT and other tools, which is explicitly insufficient for this role. This profile triggers the 'HARD REJECT RULE' for candidates with entirely non-technical careers and no relevant engineering evidence, requiring a fit_score <= 20 and a 'Reject' label. Additionally, the combination of an M.Sc in Machine Learning (tier_3) with a career history entirely devoid of any software development, ML, NLP, search, data science, or AI engineering work strongly triggers the honeypot_label due to contradiction and implausibility."
CAND_0039693,10,Reject,True,"Candidate's entire career history is non-technical, spanning content writing/brand design, accounting, and sales roles, with no evidence of software development, production AI/ML systems, retrieval systems, ranking systems, or search systems. The listed skills (Content Writing, Vue.js, PowerPoint, Tailwind, Six Sigma) are largely irrelevant or non-core to a Senior AI Engineer role. Education includes an MBA and M.Sc in Mechanical Engineering, neither of which provides direct AI/ML engineering foundation. The candidate's summary explicitly states they are a 'marketing manager' and their AI experience is limited to 'experimenting with ChatGPT and a few other tools for productivity and content creation,' which the JD explicitly disqualifies as insufficient. Critically, the 'Marketing Manager' role at 'Stark Industries' has a description for an 'accounting role' and 'Stark Industries' is a fictional company, which triggers the honeypot label due to contradictory and implausible claims. The expected salary range (4.1-7.0 LPA) is severely misaligned with a Senior AI Engineer role. This profile fails the hard reject rule due to a completely non-technical career and absence of any relevant engineering experience, and further triggers a honeypot signal."
CAND_0011758,5,Reject,True,"This candidate is a clear 'Reject' and 'Honeypot'.

**Hard Reject Rule Triggered:** The candidate's entire career history is non-technical (titled 'Civil Engineer' but description is 'Senior accounting role' with financial reporting and compliance responsibilities). There is zero evidence of engineering ownership, software development, production ML systems, retrieval, ranking, recommendation, or search systems. Online courses and side-project experimentation are explicitly stated as insufficient for this role.

**Experience:** Candidate has 1.4+ years of experience in an accounting role, significantly below the 5-9 years required for a Senior AI Engineer, and completely irrelevant to the role's technical demands.

**Skills:** While AI keywords (RAG, Semantic Search, LLMs, LangChain, Pinecone) are listed, the summary clarifies these are from 'online courses' and 'experimenting with... for side projects', explicitly not production experience. Other skills (GraphQL, Illustrator, Figma, Sales, Content Writing) are either irrelevant or non-engineering.

**Honeypot Signals:**
1.  **Contradictory Job Title and Description:** The title is 'Civil Engineer' but the work history description is explicitly an 'accounting role'. This is a direct contradiction and a strong honeypot signal.
2.  **Impossible Timeline:** The `last_active_date` is '2026-04-20', which is in the future. This is an impossible timeline and a very strong honeypot signal.
3.  **Claimed Expertise vs. Work History:** The stated interest in AI tools for 'augmenting my work' and 'streamline workflows in my current function' further emphasizes a non-engineering application of AI, rather than foundational AI engineering.
4.  **Low Engagement/Fit Signals:** `open_to_work_flag: false` (despite actively seeking roles in summary), very low `recruiter_response_rate` (0.21), extremely high `avg_response_time_hours` (203.5), high `notice_period_days` (90), inverted salary range, and extremely low `github_activity_score` (3.1) all indicate a severe mismatch and potential lack of seriousness or legitimacy.

**Overall:** This profile shows no relevant engineering experience, a clear career mismatch, and multiple strong indicators of being a honeypot due to direct contradictions and implausible information."
CAND_0000967,10,Reject,True,"The candidate's entire career history (5+ years as HR Manager, Operations, and Accounting) is non-technical with no evidence of engineering ownership, software development, production ML systems, retrieval systems, ranking systems, recommendation systems, search systems, or AI engineering experience. This strictly triggers the HARD REJECT RULE, mandating a fit_score <= 20 and fit_label = Reject. The role explicitly seeks production experience in retrieval, ranking, and recommendation systems, which is completely absent. The candidate's self-described AI experience aligns with an 'AI hobbyist' profile, primarily involving recent experimentation with LangChain and OpenAI APIs for side projects, without any 'pre-LLM-era ML production experience' as required. The presence of a Ph.D in Statistics combined with an entirely non-engineering career history (HR, Operations, Accounting) and an extensive, unsupported list of highly technical skills (e.g., Kubeflow, dbt, Next.js, Vue.js alongside Information Retrieval, Recommendation Systems, Vector Search) constitutes a strong honeypot signal due to severe mismatch and implausibility between claimed expertise and demonstrated work history."
CAND_0093746,5,Reject,True,"This candidate is a clear 'Reject' based on the 'Hard Reject Rule' and displays strong honeypot signals. The entire career history (Business Analyst at Infosys, HR Manager / Accounting at Stark Industries) is non-technical and completely devoid of any engineering ownership, software development, or production AI/ML systems experience relevant to retrieval, ranking, search, or recommendation. The candidate explicitly states 'technical depth in AI is limited' and mentions only 'experimenting with ChatGPT and a few other tools,' which is explicitly flagged as insufficient. The skills listed are either non-technical (Illustrator, Excel) or vaguely technical without context (Apache Beam, Kafka, Vue.js, Computer Vision), with no mention of core requirements like embeddings, vector databases, or evaluation frameworks. 

Strong honeypot signals include: 
1. An M.Tech in Computer Engineering combined with a career history that is entirely non-engineering, with an explicit admission of limited technical depth in AI. This directly matches a specified honeypot trigger. 
2. Contradictory job title ('HR Manager') and job description ('Senior accounting role') for the same role, another specified honeypot trigger. 

Additionally, negative signals include a consulting-only background (for the BA role), a very low recruiter response rate (0.11), a long notice period (120 days), unwillingness to relocate (while the role is location-flexible, preference is given to certain cities), and extremely low GitHub activity (6.9). The total experience is also at the lower end of the specified range, though this is a minor point compared to the overwhelming lack of relevant experience."
CAND_0033211,28,Weak Fit,False,"This candidate is a legitimate and experienced software engineer with 8 years in full-stack, mobile, and backend development. They demonstrate strong general software engineering, cloud, and distributed systems fundamentals at product companies (Mindtree, Dunder Mifflin). However, the role is for a Founding Senior AI Engineer with a very specific focus on production retrieval, search, ranking, recommendation systems, embeddings, and vector databases.

The candidate explicitly states in their summary: 'I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet.' This is a critical disqualifier for this role, as the JD explicitly states: 'If your 'AI experience' consists primarily of recent (under 12 months) projects using LangChain to call OpenAI — we will probably not move forward, unless you can demonstrate substantial pre-LLM-era ML production experience.' This candidate has even less professional experience than that, stating none at all in a professional capacity.

There is no evidence of production experience with embeddings-based retrieval, vector databases, ranking systems, learning-to-rank, or evaluation frameworks like NDCG/MRR/MAP. While they have a B.E. in Machine Learning, their entire professional career has been in general software development. Their skills list includes keywords like 'LLMs' and 'Weaviate,' but these are directly contradicted by their summary regarding professional application.

The candidate's notice period of 120 days is also a strong negative signal, as the JD prefers sub-30-day notice, with the bar getting higher for longer periods. The 'open_to_work_flag: false' also indicates they are not actively on the market.

Overall, while a competent software engineer, their profile is a severe mismatch for a founding senior AI engineer role that requires deep, hands-on production experience in specialized AI/ML systems. They are a career pivot candidate with no relevant production AI experience, leading to a 'Weak Fit' score."
CAND_0032754,5,Reject,True,"This candidate is a clear mismatch and exhibits multiple strong negative signals, triggering both the 'Hard Reject Rule' and 'Honeypot Trigger' criteria. The entire career history (Sales Executive, Operations Manager, Customer Support) is non-technical, focusing on brand design and content writing, with no evidence of engineering ownership, software development, or production AI/ML systems. This directly violates the hard reject rule, placing the fit_score <= 20. The candidate has exclusively worked at consulting firms (Wipro, TCS), which is an explicit negative signal for this role. While the candidate lists AI/ML keywords as skills (MLOps, Recommendation Systems, Hugging Face Transformers, Pinecone, LangChain) and mentions taking online courses and experimenting with LangChain/OpenAI API for side projects, there is zero supporting evidence in their work history for any production AI experience. This falls under the 'only_langchain' and 'no_production_ml' negative signals. Furthermore, several strong honeypot signals are present: 1) An advanced M.Tech in Machine Learning and Ph.D in Electrical Engineering are combined with a career history entirely disconnected from software development, ML, or AI engineering. 2) The job descriptions for 'Sales Executive' and 'Operations Manager' are identical and describe 'Brand design and creative direction,' which contradicts the job titles and is not engineering work. 3) The 'last_active_date' (2026-02-17) is *before* the 'signup_date' (2026-03-14), indicating an impossible timeline. These contradictions strongly suggest fabrication or implausibility, leading to honeypot_label=true. The low recruiter response rate (0.19) and high notice period (120 days) are additional negative behavioral signals. This candidate does not meet any of the core technical requirements for a Senior AI Engineer role at Redrob AI."
CAND_0025255,5,Reject,True,"This candidate exhibits multiple strong negative signals and definitive honeypot triggers. The career history is entirely non-technical, focusing on accounting and operations management, with no evidence of software development, production ML systems, or any of the core AI engineering skills required for this role (retrieval, ranking, embeddings, vector search). The headline (Mechanical Engineer), summary (marketing manager), and work history titles (Mechanical Engineer, Customer Support) contradict their own descriptions (accounting role, operations management role) and the candidate's claimed M.Sc in Machine Learning is completely unsupported by any practical engineering experience. The 'AI experience' is limited to 'curiosity' and 'experimentation with ChatGPT,' which the JD explicitly states is insufficient. This profile perfectly aligns with the hard reject rule for non-technical careers with no engineering evidence, and the honeypot triggers for contradictory claims and an advanced degree without relevant work history. Redrob signals also show low engagement (not open to work, low recruiter response rate, no GitHub activity)."
CAND_0010438,24,Reject,False,"Candidate is a Full Stack Developer with 2.8 years of experience, significantly below the 5-9 years required for a Senior Founding AI Engineer. While they have strong general software engineering skills (Python, backend, cloud, CI/CD) and product company experience, they explicitly state their AI/ML experience is limited to self-learning, online courses, API experimentation, and a small RAG side project, without professional deployment. This type of AI experience is explicitly stated as a disqualifier in the JD ('If your AI experience consists primarily of recent projects using LangChain to call OpenAI — we will probably not move forward, unless you can demonstrate substantial pre-LLM-era ML production experience.'). The candidate does not demonstrate pre-LLM ML production experience. The role requires deep production experience in retrieval, ranking, recommendation systems, embeddings, vector databases, and evaluation frameworks, which are entirely absent from their work history. Redrob signals such as 'open_to_work: false', a very low recruiter response rate (0.1), and a 90-day notice period further reduce the fit. This candidate is effectively a career pivot candidate into AI, which is not suitable for a founding senior role requiring immediate, deep, and proven expertise in production AI systems. The score falls into the Reject category due to explicit disqualifiers in the JD, significant experience gap, and lack of any relevant production AI experience."
